/ssget/MM/SNAP/p2p-Gnutella31/p2p-Gnutella31.cbd,24,8,2607,47979
/ssget/MM/SNAP/p2p-Gnutella05/p2p-Gnutella05.cbd,14,5,631,5476
/ssget/MM/SNAP/as-caida/as-caida.cbd,71,1,441,6919
/ssget/MM/SNAP/soc-sign-Slashdot081106/soc-sign-Slashdot081106.cbd,175,1,442,36715
/ssget/MM/SNAP/p2p-Gnutella08/p2p-Gnutella08.cbd,14,3,450,4190
/ssget/MM/SNAP/com-Amazon/com-Amazon.cbd,31,1,10802,70716
/ssget/MM/SNAP/wiki-Talk/wiki-Talk.cbd,515,1,4649,2256516
/ssget/MM/SNAP/soc-Epinions1/soc-Epinions1.cbd,343,1,221,16814
/ssget/MM/SNAP/com-Orkut/com-Orkut.cbd,24850,1,123,2332
/ssget/MM/SNAP/wiki-talk-temporal/wiki-talk-temporal.cbd,488,1,2336,1005763
/ssget/MM/SNAP/as-Skitter/as-Skitter.cbd,1586,1,1069,16413
/ssget/MM/SNAP/as-735/as-735.cbd,33,7,233,1817
/ssget/MM/SNAP/soc-Slashdot0902/soc-Slashdot0902.cbd,260,3,316,10896
/ssget/MM/SNAP/soc-sign-epinions/soc-sign-epinions.cbd,444,1,296,52458
/ssget/MM/SNAP/wiki-topcats/wiki-topcats.cbd,15570,1,115,170886
/ssget/MM/SNAP/soc-sign-bitcoin-otc/soc-sign-bitcoin-otc.cbd,164,1,35,1148
/ssget/MM/SNAP/wiki-RfA/wiki-RfA.cbd,90,4,126,3846
/ssget/MM/SNAP/p2p-Gnutella24/p2p-Gnutella24.cbd,15,1,1767,20017
/ssget/MM/SNAP/sx-stackoverflow/sx-stackoverflow.cbd,1296,2,2007,727739
/ssget/MM/SNAP/com-LiveJournal/com-LiveJournal.cbd,9937,1,402,6016
/ssget/MM/SNAP/web-BerkStan/web-BerkStan.cbd,4197,1,163,62330
/ssget/MM/SNAP/Oregon-1/Oregon-1.cbd,54,1,212,1162
/ssget/MM/SNAP/email-Enron/email-Enron.cbd,393,1,93,1272
/ssget/MM/SNAP/soc-sign-Slashdot090216/soc-sign-Slashdot090216.cbd,171,1,478,40758
/ssget/MM/SNAP/ca-AstroPh/ca-AstroPh.cbd,151,1,124,2637
/ssget/MM/SNAP/amazon0601/amazon0601.cbd,110,1,3667,8313
/ssget/MM/SNAP/web-NotreDame/web-NotreDame.cbd,277,1,1175,211073
/ssget/MM/SNAP/soc-LiveJournal1/soc-LiveJournal1.cbd,4978,1,973,595458
/ssget/MM/SNAP/loc-Brightkite/loc-Brightkite.cbd,292,4,199,1162
/ssget/MM/SNAP/cit-HepPh/cit-HepPh.cbd,107,2,322,4635
/ssget/MM/SNAP/amazon0312/amazon0312.cbd,86,1,4659,16786
/ssget/MM/SNAP/com-DBLP/com-DBLP.cbd,231,1,1372,12706
/ssget/MM/SNAP/Oregon-2/Oregon-2.cbd,97,1,121,1109
/ssget/MM/SNAP/p2p-Gnutella06/p2p-Gnutella06.cbd,14,2,622,5460
/ssget/MM/SNAP/soc-sign-bitcoin-alpha/soc-sign-bitcoin-alpha.cbd,59,1,64,578
/ssget/MM/SNAP/web-Google/web-Google.cbd,36,1,25456,368267
/ssget/MM/SNAP/soc-Slashdot0811/soc-Slashdot0811.cbd,255,1,303,7049
/ssget/MM/SNAP/sx-askubuntu/sx-askubuntu.cbd,291,6,547,68141
/ssget/MM/SNAP/ca-HepTh/ca-HepTh.cbd,33,2,299,2613
/ssget/MM/SNAP/email-Eu-core-temporal/email-Eu-core-temporal.cbd,75,1,13,262
/ssget/MM/SNAP/cit-HepTh/cit-HepTh.cbd,183,1,151,4422
/ssget/MM/SNAP/ca-GrQc/ca-GrQc.cbd,44,3,119,1399
/ssget/MM/SNAP/p2p-Gnutella04/p2p-Gnutella04.cbd,18,3,604,6560
/ssget/MM/SNAP/web-Stanford/web-Stanford.cbd,57,2,4945,55027
/ssget/MM/SNAP/soc-sign-Slashdot090221/soc-sign-Slashdot090221.cbd,176,1,466,40861
/ssget/MM/SNAP/roadNet-CA/roadNet-CA.cbd,364,1,5415,231892
/ssget/MM/SNAP/sx-mathoverflow/sx-mathoverflow.cbd,215,1,115,9152
/ssget/MM/SNAP/email-Eu-core/email-Eu-core.cbd,126,1,7,201
/ssget/MM/SNAP/CollegeMsg/CollegeMsg.cbd,82,2,23,607
/ssget/MM/SNAP/loc-Gowalla/loc-Gowalla.cbd,671,1,292,4228
/ssget/MM/Hollinger/g7jac010sc/g7jac010sc.cbd,31,7,92,415
/ssget/MM/Hollinger/mark3jac060sc/mark3jac060sc.cbd,667,1,41,3845
/ssget/MM/Hollinger/jan99jac080sc/jan99jac080sc.cbd,2227,2,12,1223
/ssget/MM/Hollinger/mark3jac020/mark3jac020.cbd,227,1,40,1325
/ssget/MM/Hollinger/mark3jac120sc/mark3jac120sc.cbd,1327,1,41,7625
/ssget/MM/Hollinger/g7jac160sc/g7jac160sc.cbd,331,7,143,6865
/ssget/MM/Hollinger/mark3jac100sc/mark3jac100sc.cbd,1107,1,41,6365
/ssget/MM/Hollinger/jan99jac120sc/jan99jac120sc.cbd,3347,2,12,1823
/ssget/MM/Hollinger/jan99jac040sc/jan99jac040sc.cbd,1107,2,12,623
/ssget/MM/Hollinger/mark3jac080sc/mark3jac080sc.cbd,887,1,41,5105
/ssget/MM/Hollinger/g7jac040sc/g7jac040sc.cbd,91,7,129,1705
/ssget/MM/Hollinger/mark3jac020sc/mark3jac020sc.cbd,227,1,40,1325
/ssget/MM/Hollinger/jan99jac120/jan99jac120.cbd,3347,2,12,1823
/ssget/MM/Hollinger/g7jac120sc/g7jac120sc.cbd,251,7,141,5145
/ssget/MM/Hollinger/jan99jac080/jan99jac080.cbd,2227,2,12,1223
/ssget/MM/Hollinger/jan99jac100/jan99jac100.cbd,2787,2,12,1523
/ssget/MM/Hollinger/jan99jac100sc/jan99jac100sc.cbd,2787,2,12,1523
/ssget/MM/Hollinger/g7jac100/g7jac100.cbd,211,7,140,4285
/ssget/MM/Hollinger/mark3jac040sc/mark3jac040sc.cbd,447,1,40,2585
/ssget/MM/Hollinger/mark3jac080/mark3jac080.cbd,887,1,41,5105
/ssget/MM/Hollinger/g7jac200sc/g7jac200sc.cbd,411,7,144,8585
/ssget/MM/Hollinger/g7jac140sc/g7jac140sc.cbd,291,7,142,6005
/ssget/MM/Hollinger/g7jac180/g7jac180.cbd,371,7,143,7725
/ssget/MM/Hollinger/g7jac020/g7jac020.cbd,51,7,114,845
/ssget/MM/Hollinger/g7jac160/g7jac160.cbd,331,7,143,6865
/ssget/MM/Hollinger/jan99jac040/jan99jac040.cbd,1107,2,12,623
/ssget/MM/Hollinger/g7jac140/g7jac140.cbd,291,7,142,6005
/ssget/MM/Hollinger/mark3jac040/mark3jac040.cbd,447,1,40,2585
/ssget/MM/Hollinger/g7jac060/g7jac060.cbd,131,7,135,2565
/ssget/MM/Hollinger/g7jac050sc/g7jac050sc.cbd,111,7,132,2135
/ssget/MM/Hollinger/g7jac040/g7jac040.cbd,91,7,129,1705
/ssget/MM/Hollinger/mark3jac060/mark3jac060.cbd,667,1,41,3845
/ssget/MM/Hollinger/jan99jac060sc/jan99jac060sc.cbd,1667,2,12,923
/ssget/MM/Hollinger/jan99jac020sc/jan99jac020sc.cbd,547,2,12,323
/ssget/MM/Hollinger/mark3jac120/mark3jac120.cbd,1327,1,41,7625
/ssget/MM/Hollinger/g7jac080sc/g7jac080sc.cbd,171,7,138,3425
/ssget/MM/Hollinger/jan99jac060/jan99jac060.cbd,1667,2,12,923
/ssget/MM/Hollinger/g7jac200/g7jac200.cbd,411,7,144,8585
/ssget/MM/Hollinger/g7jac060sc/g7jac060sc.cbd,131,7,135,2565
/ssget/MM/Hollinger/mark3jac140sc/mark3jac140sc.cbd,1547,1,41,8885
/ssget/MM/Hollinger/g7jac100sc/g7jac100sc.cbd,211,7,140,4285
/ssget/MM/Hollinger/g7jac120/g7jac120.cbd,251,7,141,5145
/ssget/MM/Hollinger/g7jac020sc/g7jac020sc.cbd,51,7,114,845
/ssget/MM/Hollinger/mark3jac140/mark3jac140.cbd,1547,1,41,8885
/ssget/MM/Hollinger/mark3jac100/mark3jac100.cbd,1107,1,41,6365
/ssget/MM/Hollinger/g7jac080/g7jac080.cbd,171,7,138,3425
/ssget/MM/Hollinger/g7jac010/g7jac010.cbd,31,7,92,415
/ssget/MM/Hollinger/g7jac180sc/g7jac180sc.cbd,371,7,143,7725
/ssget/MM/Hollinger/jan99jac020/jan99jac020.cbd,547,2,12,323
/ssget/MM/Mulvey/pfinan512/pfinan512.cbd,516,7,144,8921
/ssget/MM/Mulvey/finan512/finan512.cbd,516,7,144,8921
/ssget/MM/Barabasi/NotreDame_yeast/NotreDame_yeast.cbd,14,1,151,832
/ssget/MM/Barabasi/NotreDame_www/NotreDame_www.cbd,275,1,1184,212913
/ssget/MM/Mancktelow/viscorocks/viscorocks.cbd,2434,1,15,22
/ssget/MM/Okunbor/aft01/aft01.cbd,503,1,16,34
/ssget/MM/Belcastro/human_gene2/human_gene2.cbd,4040,1,3,442
/ssget/MM/Belcastro/mouse_gene/mouse_gene.cbd,5174,1,8,3681
/ssget/MM/Belcastro/human_gene1/human_gene1.cbd,4812,1,4,764
/ssget/MM/Hohn/sinc15/sinc15.cbd,6,2,1922,4999
/ssget/MM/Hohn/sinc18/sinc18.cbd,6,2,2738,7297
/ssget/MM/Hohn/fd12/fd12.cbd,5,14,1500,3881
/ssget/MM/Hohn/sinc12/sinc12.cbd,6,2,1250,3133
/ssget/MM/Hohn/fd15/fd15.cbd,5,6,2306,6281
/ssget/MM/Hohn/fd18/fd18.cbd,5,4,3285,9257
/ssget/MM/Newman/hep-th/hep-th.cbd,32,2,261,1814
/ssget/MM/Newman/football/football.cbd,25,1,4,8
/ssget/MM/Newman/polblogs/polblogs.cbd,72,2,20,595
/ssget/MM/Newman/celegansneural/celegansneural.cbd,28,1,10,68
/ssget/MM/Newman/astro-ph/astro-ph.cbd,301,1,55,1425
/ssget/MM/Newman/adjnoun/adjnoun.cbd,25,1,4,11
/ssget/MM/Newman/cond-mat/cond-mat.cbd,92,1,181,1839
/ssget/MM/Newman/netscience/netscience.cbd,20,1,79,430
/ssget/MM/Newman/dolphins/dolphins.cbd,11,1,5,12
/ssget/MM/Newman/polbooks/polbooks.cbd,28,1,3,10
/ssget/MM/Newman/power/power.cbd,14,2,352,1236
/ssget/MM/Newman/karate/karate.cbd,7,1,4,9
/ssget/MM/Newman/cond-mat-2005/cond-mat-2005.cbd,228,1,177,2937
/ssget/MM/Newman/cond-mat-2003/cond-mat-2003.cbd,169,2,184,2682
/ssget/MM/Newman/lesmis/lesmis.cbd,26,1,2,10
/ssget/MM/Newman/as-22july06/as-22july06.cbd,58,4,395,1974
/ssget/MM/AG-Monien/crack_dual/crack_dual.cbd,18,1,1118,3639
/ssget/MM/AG-Monien/debr/debr.cbd,40,1,26214,262144
/ssget/MM/AG-Monien/se/se.cbd,43,1,762,4534
/ssget/MM/AG-Monien/ukerbe1_dual/ukerbe1_dual.cbd,164,1,11,70
/ssget/MM/AG-Monien/bfly/bfly.cbd,46,1,1068,2025
/ssget/MM/AG-Monien/netz4504_dual/netz4504_dual.cbd,79,1,7,17
/ssget/MM/AG-Monien/ukerbe1/ukerbe1.cbd,274,2,21,221
/ssget/MM/AG-Monien/diag/diag.cbd,1025,1,2,5
/ssget/MM/AG-Monien/netz4504/netz4504.cbd,60,1,32,272
/ssget/MM/AG-Monien/wave/wave.cbd,1007,1,155,12636
/ssget/MM/AG-Monien/ccc/ccc.cbd,24,1,2048,3072
/ssget/MM/AG-Monien/grid1_dual/grid1_dual.cbd,12,1,18,56
/ssget/MM/AG-Monien/stufe/stufe.cbd,8,3,129,344
/ssget/MM/AG-Monien/whitaker3_dual/whitaker3_dual.cbd,350,1,54,125
/ssget/MM/AG-Monien/grid1/grid1.cbd,3,56,84,126
/ssget/MM/AG-Monien/cca/cca.cbd,24,1,2048,3072
/ssget/MM/AG-Monien/shock-9/shock-9.cbd,545,1,66,199
/ssget/MM/AG-Monien/airfoil1/airfoil1.cbd,533,1,7,22
/ssget/MM/AG-Monien/cage/cage.cbd,4,1,91,182
/ssget/MM/AG-Monien/3elt_dual/3elt_dual.cbd,495,1,18,57
/ssget/MM/AG-Monien/3elt/3elt.cbd,612,1,7,22
/ssget/MM/AG-Monien/grid2_dual/grid2_dual.cbd,19,2,165,524
/ssget/MM/AG-Monien/L-9/L-9.cbd,369,1,48,90
/ssget/MM/AG-Monien/crack/crack.cbd,13,2,787,3488
/ssget/MM/AG-Monien/brack2/brack2.cbd,14142,1,4,697
/ssget/MM/AG-Monien/grid2/grid2.cbd,3,784,1098,1648
/ssget/MM/AG-Monien/stufe-10/stufe-10.cbd,729,1,32,315
/ssget/MM/AG-Monien/whitaker3/whitaker3.cbd,1728,1,5,20
/ssget/MM/AG-Monien/airfoil1_dual/airfoil1_dual.cbd,496,1,16,47
/ssget/MM/AG-Monien/L/L.cbd,8,8,119,342
/ssget/MM/AG-Monien/big_dual/big_dual.cbd,818,1,37,126
/ssget/MM/AG-Monien/biplane-9/biplane-9.cbd,571,1,38,96
/ssget/MM/Chen/pkustk07/pkustk07.cbd,483,1,34,1000
/ssget/MM/Chen/pkustk04/pkustk04.cbd,372,1,149,2540
/ssget/MM/Chen/pkustk01/pkustk01.cbd,180,1,122,953
/ssget/MM/Chen/pkustk02/pkustk02.cbd,198,2,54,316
/ssget/MM/Chen/pkustk06/pkustk06.cbd,228,1,189,1441
/ssget/MM/Chen/pkustk13/pkustk13.cbd,408,1,232,4185
/ssget/MM/Chen/pkustk10/pkustk10.cbd,354,1,227,2681
/ssget/MM/Chen/pkustk09/pkustk09.cbd,174,1,195,1271
/ssget/MM/Chen/pkustk05/pkustk05.cbd,240,1,154,1247
/ssget/MM/Chen/pkustk03/pkustk03.cbd,180,1,351,2237
/ssget/MM/Chen/pkustk11/pkustk11.cbd,294,1,298,3034
/ssget/MM/Chen/pkustk12/pkustk12.cbd,334,1,283,3454
/ssget/MM/Chen/pkustk08/pkustk08.cbd,450,2,49,1331
/ssget/MM/Chen/pkustk14/pkustk14.cbd,1075,1,141,4294
/ssget/MM/ND/nd24k/nd24k.cbd,11471,1,6,27
/ssget/MM/ND/nd6k/nd6k.cbd,5621,1,3,11
/ssget/MM/ND/nd12k/nd12k.cbd,7561,1,4,15
/ssget/MM/ND/nd3k/nd3k.cbd,3801,1,2,7
/ssget/MM/Mallya/lhr34/lhr34.cbd,46,2,764,6818
/ssget/MM/Mallya/lhr02/lhr02.cbd,15,4,196,954
/ssget/MM/Mallya/lhr04/lhr04.cbd,41,2,100,1098
/ssget/MM/Mallya/lhr71/lhr71.cbd,46,4,1528,11694
/ssget/MM/Mallya/lhr10/lhr10.cbd,65,1,164,2968
/ssget/MM/Mallya/lhr07c/lhr07c.cbd,73,1,100,1467
/ssget/MM/Mallya/lhr11c/lhr11c.cbd,64,1,171,3080
/ssget/MM/Mallya/lhr04c/lhr04c.cbd,41,2,100,1098
/ssget/MM/Mallya/lhr14/lhr14.cbd,58,1,246,3372
/ssget/MM/Mallya/lhr17c/lhr17c.cbd,46,1,382,3425
/ssget/MM/Mallya/lhr71c/lhr71c.cbd,46,4,1528,11694
/ssget/MM/Mallya/lhr11/lhr11.cbd,64,1,171,3080
/ssget/MM/Mallya/lhr14c/lhr14c.cbd,58,1,246,3372
/ssget/MM/Mallya/lhr01/lhr01.cbd,15,2,98,477
/ssget/MM/Mallya/lhr17/lhr17.cbd,46,1,382,3425
/ssget/MM/Mallya/lhr10c/lhr10c.cbd,65,1,164,2968
/ssget/MM/Mallya/lhr07/lhr07.cbd,73,1,100,1467
/ssget/MM/Mallya/lhr34c/lhr34c.cbd,46,2,764,6818
/ssget/MM/Zitney/rdist3a/rdist3a.cbd,125,1,19,1374
/ssget/MM/Zitney/radfr1/radfr1.cbd,42,1,24,779
/ssget/MM/Zitney/hydr1c/hydr1c.cbd,7,27,758,1495
/ssget/MM/Zitney/hydr1/hydr1.cbd,7,27,758,1495
/ssget/MM/Zitney/rdist2/rdist2.cbd,52,1,61,2599
/ssget/MM/Zitney/extr1/extr1.cbd,9,40,315,708
/ssget/MM/Zitney/extr1b/extr1b.cbd,9,39,315,708
/ssget/MM/Zitney/rdist1/rdist1.cbd,139,1,29,3244
/ssget/MM/MAWI/mawi_201512020130/mawi_201512020130.cbd,21,11,6122320,64866673
/ssget/MM/MAWI/mawi_201512020330/mawi_201512020330.cbd,24,23,9424841,113474385
/ssget/MM/MAWI/mawi_201512020000/mawi_201512020000.cbd,19,1,1894281,17850265
/ssget/MM/MAWI/mawi_201512020030/mawi_201512020030.cbd,19,11,3624385,34544376
/ssget/MM/MAWI/mawi_201512012345/mawi_201512012345.cbd,15,3,1238076,9018261
/ssget/MM/Nemeth/nemeth19/nemeth19.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth09/nemeth09.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth18/nemeth18.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth01/nemeth01.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth25/nemeth25.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth26/nemeth26.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth13/nemeth13.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth16/nemeth16.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth03/nemeth03.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth23/nemeth23.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth20/nemeth20.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth05/nemeth05.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth02/nemeth02.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth21/nemeth21.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth07/nemeth07.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth15/nemeth15.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth04/nemeth04.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth06/nemeth06.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth12/nemeth12.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth24/nemeth24.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth22/nemeth22.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth17/nemeth17.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth11/nemeth11.cbd,9197,1,1,2
/ssget/MM/Nemeth/nemeth14/nemeth14.cbd,9506,1,1,1
/ssget/MM/Nemeth/nemeth10/nemeth10.cbd,9505,1,1,2
/ssget/MM/Nemeth/nemeth08/nemeth08.cbd,9505,1,1,2
/ssget/MM/Arenas/celegans_metabolic/celegans_metabolic.cbd,32,1,14,74
/ssget/MM/Arenas/email/email.cbd,61,1,18,40
/ssget/MM/Arenas/PGPgiantcompo/PGPgiantcompo.cbd,49,1,217,3564
/ssget/MM/Arenas/jazz/jazz.cbd,60,1,3,17
/ssget/MM/Janna/Cube_Coup_dt0/Cube_Coup_dt0.cbd,21828,1,99,418
/ssget/MM/Janna/Fault_639/Fault_639.cbd,4462,1,143,257
/ssget/MM/Janna/Cube_Coup_dt6/Cube_Coup_dt6.cbd,21828,1,99,418
/ssget/MM/Janna/ML_Geer/ML_Geer.cbd,16948,1,88,145
/ssget/MM/Janna/Bump_2911/Bump_2911.cbd,10274,1,283,58990
/ssget/MM/Janna/Emilia_923/Emilia_923.cbd,5241,1,176,341
/ssget/MM/Janna/PFlow_742/PFlow_742.cbd,6278,1,118,57652
/ssget/MM/Janna/Flan_1565/Flan_1565.cbd,7806,1,200,516
/ssget/MM/Janna/CoupCons3D/CoupCons3D.cbd,2336,1,178,290
/ssget/MM/Janna/Geo_1438/Geo_1438.cbd,5823,1,246,713
/ssget/MM/Janna/ML_Laplace/ML_Laplace.cbd,8448,1,44,74
/ssget/MM/Janna/Hook_1498/Hook_1498.cbd,15618,1,95,346
/ssget/MM/Janna/StocF-1465/StocF-1465.cbd,3004,1,487,29105
/ssget/MM/Janna/Long_Coup_dt0/Long_Coup_dt0.cbd,7348,1,200,451
/ssget/MM/Janna/Queen_4147/Queen_4147.cbd,12114,1,342,609
/ssget/MM/Janna/Transport/Transport.cbd,571,1,2805,4991
/ssget/MM/Janna/Serena/Serena.cbd,4662,1,298,783
/ssget/MM/Janna/Long_Coup_dt6/Long_Coup_dt6.cbd,7348,1,200,451
/ssget/MM/Morandini/rotor2/rotor2.cbd,15,1,52,190
/ssget/MM/Morandini/rotor1/rotor1.cbd,8,1,12,31
/ssget/MM/Morandini/robot/robot.cbd,5,7,24,46
/ssget/MM/Bindel/ted_B_unscaled/ted_B_unscaled.cbd,1215,3,8,4245
/ssget/MM/Bindel/ted_A/ted_A.cbd,1217,1,8,4242
/ssget/MM/Bindel/ted_A_unscaled/ted_A_unscaled.cbd,1217,1,8,4242
/ssget/MM/Bindel/ted_B/ted_B.cbd,1215,3,8,4245
/ssget/MM/Tromble/language/language.cbd,36,1,11086,54925
/ssget/MM/Hardesty/Hardesty1/Hardesty1.cbd,3049,1,307,427
/ssget/MM/QY/case9/case9.cbd,11,4,1314,4802
/ssget/MM/QY/case39/case39.cbd,34,2,1182,11002
/ssget/MM/VanVelzen/Zd_Jac2/Zd_Jac2.cbd,5,3,4567,19739
/ssget/MM/VanVelzen/Zd_Jac2_db/Zd_Jac2_db.cbd,1443,1,15,14285
/ssget/MM/VanVelzen/Zd_Jac6_db/Zd_Jac6_db.cbd,1490,1,15,14465
/ssget/MM/VanVelzen/Zd_Jac3_db/Zd_Jac3_db.cbd,1489,1,15,14214
/ssget/MM/VanVelzen/std1_Jac3/std1_Jac3.cbd,5,2,4396,17396
/ssget/MM/VanVelzen/std1_Jac2/std1_Jac2.cbd,5,2,4396,17396
/ssget/MM/VanVelzen/std1_Jac2_db/std1_Jac2_db.cbd,609,1,36,15175
/ssget/MM/VanVelzen/Zd_Jac3/Zd_Jac3.cbd,5,3,4567,19739
/ssget/MM/VanVelzen/Zd_Jac6/Zd_Jac6.cbd,5,3,4567,19739
/ssget/MM/VanVelzen/std1_Jac3_db/std1_Jac3_db.cbd,612,1,35,15088
/ssget/MM/Precima/analytics/analytics.cbd,14,5,21700,185965
/ssget/MM/MathWorks/Kuu/Kuu.cbd,414,1,17,34
/ssget/MM/MathWorks/TS/TS.cbd,51,19,42,182
/ssget/MM/MathWorks/Sieber/Sieber.cbd,1146,1,1,2
/ssget/MM/MathWorks/pivtol/pivtol.cbd,102,1,1,1
/ssget/MM/MathWorks/Muu/Muu.cbd,207,2,34,68
/ssget/MM/MathWorks/Harvard500/Harvard500.cbd,19,1,26,203
/ssget/MM/MathWorks/Kaufhold/Kaufhold.cbd,280,1,31,693
/ssget/MM/MathWorks/Pd/Pd.cbd,21,1,384,5041
/ssget/MM/MathWorks/tomography/tomography.cbd,84,1,5,354
/ssget/MM/Bai/qh1484/qh1484.cbd,6,5,247,636
/ssget/MM/Bai/tub100/tub100.cbd,51,1,1,2
/ssget/MM/Bai/bfwa62/bfwa62.cbd,16,2,3,7
/ssget/MM/Bai/rdb450l/rdb450l.cbd,30,1,15,29
/ssget/MM/Bai/rdb800l/rdb800l.cbd,40,1,20,39
/ssget/MM/Bai/mhd4800a/mhd4800a.cbd,2099,1,2,8
/ssget/MM/Bai/dw8192/dw8192.cbd,129,1,63,126
/ssget/MM/Bai/tols2000/tols2000.cbd,20,3,100,1150
/ssget/MM/Bai/bfwb398/bfwb398.cbd,44,1,9,17
/ssget/MM/Bai/rdb2048_noL/rdb2048_noL.cbd,64,1,32,63
/ssget/MM/Bai/dwb512/dwb512.cbd,33,1,15,30
/ssget/MM/Bai/bwm2000/bwm2000.cbd,1001,1,1,2
/ssget/MM/Bai/rdb450/rdb450.cbd,30,1,15,29
/ssget/MM/Bai/mhd4800b/mhd4800b.cbd,1198,1,4,14
/ssget/MM/Bai/cdde2/cdde2.cbd,61,1,15,31
/ssget/MM/Bai/pde225/pde225.cbd,29,1,7,15
/ssget/MM/Bai/ck400/ck400.cbd,83,1,4,8
/ssget/MM/Bai/tols90/tols90.cbd,20,1,4,18
/ssget/MM/Bai/rbsb480/rbsb480.cbd,48,1,10,32
/ssget/MM/Bai/dw4096/dw4096.cbd,129,1,63,126
/ssget/MM/Bai/pde900/pde900.cbd,59,1,15,30
/ssget/MM/Bai/tols1090/tols1090.cbd,20,3,54,604
/ssget/MM/Bai/cdde5/cdde5.cbd,61,1,15,31
/ssget/MM/Bai/mhd3200b/mhd3200b.cbd,798,1,4,14
/ssget/MM/Bai/qh768/qh768.cbd,14,1,54,310
/ssget/MM/Bai/mhd3200a/mhd3200a.cbd,1399,1,2,8
/ssget/MM/Bai/tub1000/tub1000.cbd,501,1,1,2
/ssget/MM/Bai/dw256A/dw256A.cbd,33,1,15,30
